index,word,frequency
4013,"płacę",3689
4014,"przeszkadzać",3688
4015,"pytałem",3687
4016,"Vincent",3684
4017,"mistrza",3682
4018,"krzyczeć",3679
4019,"domów",3677
4020,"sposobem",3675
4021,"ciuchy",3675
4022,"kiepski",3674
4023,"zniknęła",3674
4024,"kamera",3673
4025,"uwielbia",3673
4026,"wrócą",3672
4027,"podobają",3672
4028,"ludzkości",3669
4029,"uderzyć",3667
4030,"pokazuje",3665
4031,"zostałam",3665
4032,"straty",3664
4033,"zmieniła",3663
4034,"torby",3662
4035,"rękami",3661
4036,"papierosa",3661
4037,"stworzył",3660
4038,"wujka",3659
4039,"dotknąć",3658
4040,"mylę",3657
4041,"księcia",3657
4042,"złotko",3656
4043,"kolejnego",3656
4044,"dennis",3655
4045,"angela",3652
4046,"troche",3651
4047,"każe",3650
4048,"książek",3650
4049,"wysłałem",3647
4050,"teoria",3647
4051,"granicę",3647
4052,"dostarczyć",3644
4053,"piszę",3644
4054,"ścianę",3644
4055,"zdolny",3644
4056,"paliwa",3643
4057,"miałabym",3642
4058,"usunąć",3641
4059,"tys",3641
4060,"penny",3641
4061,"so",3640
4062,"dowiesz",3640
4063,"planem",3639
4064,"próbę",3638
4065,"umierać",3638
4066,"dziadku",3636
4067,"licha",3634
4068,"agentów",3634
4069,"obozu",3634
4070,"ryba",3632
4071,"spust",3631
4072,"plotki",3631
4073,"ustalić",3630
4074,"podobny",3630
4075,"obecności",3629
4076,"padnij",3629
4077,"kolei",3628
4078,"uderzenie",3627
4079,"siedź",3626
4080,"przeprowadzić",3624
4081,"beth",3620
4082,"puste",3619
4083,"west",3618
4084,"zjedz",3618
4085,"porno",3618
4086,"dziwki",3614
4087,"zaczęliśmy",3613
4088,"psem",3612
4089,"szyi",3612
4090,"żyła",3611
4091,"starą",3610
4092,"wysokie",3610
4093,"porządek",3609
4094,"poddać",3609
4095,"magii",3609
4096,"małżeństwa",3607
4097,"idealne",3606
4098,"wyglądała",3605
4099,"pracowała",3603
4100,"lasu",3602
4101,"dołączyć",3600
4102,"przygotujcie",3599
4103,"dokończyć",3598
4104,"powierzchni",3598
4105,"oku",3598
4106,"przechodzi",3597
4107,"wygrywa",3596
4108,"fajna",3594
4109,"prędkość",3593
4110,"pierścionek",3592
4111,"julia",3590
4112,"pilot",3589
4113,"swych",3589
4114,"większości",3585
4115,"centów",3585
4116,"nocą",3584
4117,"statki",3583
4118,"zatrzymał",3582
4119,"drań",3582
4120,"dvdrip",3581
4121,"spotykać",3581
4122,"planów",3581
4123,"agencji",3581
4124,"spada",3580
4125,"silna",3578
4126,"bierzemy",3575
4127,"zgadnę",3574
4128,"zaskoczony",3573
4129,"zapłacisz",3573
4130,"abyśmy",3572
4131,"chore",3571
4132,"pozostali",3570
4133,"lekarstwa",3570
4134,"greg",3570
4135,"znoszę",3569
4136,"wyślę",3567
4137,"wybierz",3567
4138,"helikopter",3567
4139,"wideo",3566
4140,"pudełko",3565
4141,"humoru",3563
4142,"stoję",3563
4143,"zapłaci",3561
4144,"zasnąć",3561
4145,"rozum",3560
4146,"planeta",3560
4147,"lodu",3558
4148,"spróbujmy",3558
4149,"tunel",3558
4150,"włączyć",3555
4151,"pojedziesz",3555
4152,"kościele",3554
4153,"sprawdziłem",3554
4154,"zmieniają",3553
4155,"brown",3551
4156,"przestaniesz",3551
4157,"rocky",3551
4158,"poznaj",3550
4159,"whisky",3549
4160,"dowódca",3548
4161,"pewności",3548
4162,"pozostałe",3548
4163,"opowieści",3546
4164,"byłbyś",3546
4165,"pokazał",3546
4166,"zabójcy",3544
4167,"zabicie",3543
4168,"garażu",3539
4169,"chodzisz",3539
4170,"mięsa",3537
4171,"powstrzyma",3536
4172,"skurwysyn",3536
4173,"ufasz",3536
4174,"ptak",3535
4175,"kieruje",3534
4176,"inspektorze",3533
4177,"różnicy",3533
4178,"wychodź",3532
4179,"próbki",3531
4180,"decyzje",3530
4181,"pułapka",3530
4182,"samotna",3530
4183,"ostrzeżenie",3529
4184,"bezpośrednio",3529
4185,"przyszliśmy",3528
4186,"zamku",3526
4187,"interesów",3524
4188,"wzrok",3524
4189,"dzwoniłem",3523
4190,"chrystusa",3522
4191,"wezwij",3521
4192,"wrogiem",3520
4193,"wskakuj",3520
4194,"uczuć",3518
4195,"earl",3518
4196,"ogromne",3517
4197,"właścicielem",3514
4198,"sukienkę",3513
4199,"stanowiska",3512
4200,"anne",3512
4201,"potrzebowała",3511
4202,"miłej",3511
4203,"gazu",3509
4204,"ego",3508
4205,"piłka",3505
4206,"sprowadzić",3504
4207,"sieć",3504
4208,"odchodź",3504
4209,"gwiazd",3503
4210,"śnie",3502
4211,"powtórz",3501
4212,"płynie",3501
4213,"sprawiedliwość",3500
4214,"propozycję",3498
4215,"dałam",3498
4216,"kara",3497
4217,"zbieg",3495
4218,"zwłoki",3495
4219,"nadchodzą",3493
4220,"zwykłe",3491
4221,"skrzydła",3491
4222,"fakty",3487
4223,"zgubiłem",3485
4224,"żywego",3484
4225,"samolocie",3484
4226,"pierdolone",3484
4227,"lecę",3480
4228,"palić",3480
4229,"biorą",3478
4230,"ochoty",3478
4231,"lato",3477
4232,"strój",3474
4233,"plecami",3474
4234,"liczby",3474
4235,"członków",3473
4236,"biurku",3471
4237,"laura",3471
4238,"róbcie",3471
4239,"mieszkał",3469
4240,"chodzę",3469
4241,"stacja",3469
4242,"wybieram",3469
4243,"umierają",3468
4244,"próby",3468
4245,"rozmawiasz",3467
4246,"starej",3466
4247,"wariat",3466
4248,"odwal",3464
4249,"wspaniałym",3464
4250,"przekaż",3464
4251,"dług",3464
4252,"lód",3460
4253,"liczę",3459
4254,"kobietami",3459
4255,"czoła",3459
4256,"obiecałeś",3458
4257,"próbowałeś",3458
4258,"pilnować",3458
4259,"służy",3458
4260,"spierdalaj",3458
4261,"zabójstwa",3457
4262,"tył",3456
4263,"wiedzy",3449
4264,"gniew",3449
4265,"skacz",3449
4266,"wirusa",3448
4267,"rodzicami",3447
4268,"hałas",3446
4269,"głupiego",3446
4270,"miewa",3446
4271,"zabierzemy",3445
4272,"odwagę",3444
4273,"kontaktu",3444
4274,"dużym",3443
4275,"postaraj",3442
4276,"poczta",3442
4277,"przyjemności",3442
4278,"wysiadaj",3441
4279,"wioski",3441
4280,"wyszedłem",3441
4281,"zauważył",3441
4282,"vince",3440
4283,"właź",3439
4284,"kierowca",3438
4285,"zapłacił",3437
4286,"rzymu",3437
4287,"niżej",3436
4288,"ledwie",3435
4289,"patrząc",3435
4290,"alkohol",3435
4291,"pragnie",3434
4292,"otworzę",3434
4293,"pieprzoną",3433
4294,"przeprosiny",3432
4295,"teddy",3432
4296,"młodą",3431
4297,"ofertę",3430
4298,"strażników",3429
4299,"przestanie",3429
4300,"sercem",3428
4301,"trupem",3427
4302,"zginiesz",3427
4303,"zaprosić",3427
4304,"dzielnicy",3427
4305,"karetkę",3427
4306,"emeryturę",3426
4307,"nożem",3425
4308,"don't",3424
4309,"przyprowadź",3424
4310,"king",3422
4311,"delikatnie",3422
4312,"prochy",3422
4313,"próbowała",3421
4314,"dżungli",3421
4315,"nastąpi",3420
4316,"megan",3419
4317,"nazywamy",3417
4318,"dzieło",3416
4319,"czytasz",3416
4320,"connor",3416
4321,"zginęło",3414
4322,"ludzkiej",3413
4323,"jednakże",3412
4324,"fox",3412
4325,"prowadził",3411
4326,"niezwykle",3408
4327,"dało",3407
4328,"dziewczynką",3406
4329,"lord",3406
4330,"wygra",3405
4331,"pozycje",3404
4332,"zemsty",3403
4333,"spróbujemy",3403
4334,"ogromny",3401
4335,"zdrowy",3401
4336,"historie",3398
4337,"skok",3398
4338,"punkty",3397
4339,"prawnik",3395
4340,"bitwy",3392
4341,"cieszy",3392
4342,"wymyślić",3390
4343,"wręcz",3389
4344,"języka",3389
4345,"oczekuję",3386
4346,"toast",3386
4347,"jennifer",3385
4348,"rozdział",3383
4349,"każę",3382
4350,"przynosi",3382
4351,"gruby",3382
4352,"straż",3381
4353,"myślała",3381
4354,"robiłam",3380
4355,"zamknijcie",3377
4356,"ian",3377
4357,"znaleźliście",3376
4358,"przestępstwo",3376
4359,"rozpocząć",3374
4360,"cięcie",3374
4361,"zajebiście",3373
4362,"nadaje",3372
4363,"konta",3372
4364,"trzecie",3371
4365,"bogów",3369
4366,"domyślam",3368
4367,"taśmę",3368
4368,"lekcji",3367
4369,"wierzą",3367
4370,"powodem",3366
4371,"dotykać",3366
4372,"brał",3365
4373,"żartowałem",3362
4374,"sid",3362
4375,"get",3361
4376,"wygrałem",3360
4377,"wprowadzić",3360
4378,"dzieciaków",3360
4379,"dłonie",3358
4380,"zobaczą",3356
4381,"panny",3355
4382,"ni",3354
4383,"śmiesz",3353
4384,"nazwa",3353
4385,"ciał",3352
4386,"proponuję",3352
4387,"spokojny",3351
4388,"wizytę",3348
4389,"madame",3348
4390,"jamie",3348
4391,"członkiem",3347
4392,"wolnego",3344
4393,"zastrzelił",3344
4394,"hot",3343
4395,"martwisz",3342
4396,"podzielić",3341
4397,"symbol",3341
4398,"głosy",3340
4399,"snów",3340
4400,"kolesia",3338
4401,"stoisz",3337
4402,"pusty",3337
4403,"charlotte",3337
4404,"zauważyłeś",3336
4405,"mordę",3335
4406,"znajomych",3333
4407,"badanie",3333
4408,"logan",3332
4409,"zrobiliście",3332
4410,"zostajesz",3331
4411,"tamtą",3331
4412,"audrey",3330
4413,"obowiązki",3330
4414,"bum",3330
4415,"zmusić",3330
4416,"dziecinko",3328
4417,"know",3327
4418,"świetle",3326
4419,"panienki",3326
4420,"skurwysynu",3325
4421,"opuść",3325
4422,"załoga",3325
4423,"młodych",3325
4424,"tunelu",3325
4425,"postać",3324
4426,"wybuch",3323
4427,"gapisz",3323
4428,"sonny",3322
4429,"bauer",3321
4430,"ładunek",3320
4431,"zazdrosny",3318
4432,"michaela",3318
4433,"jen",3316
4434,"większą",3315
4435,"podobnego",3315
4436,"walcz",3315
4437,"pocałunek",3315
4438,"białym",3314
4439,"jo",3314
4440,"uczy",3313
4441,"klasa",3313
4442,"zwolniony",3312
4443,"walczy",3311
4444,"słyszeliśmy",3311
4445,"zachowuje",3309
4446,"przyznaję",3309
4447,"ron",3306
4448,"powtarzać",3304
4449,"hm",3304
4450,"stałem",3303
4451,"rozmiar",3302
4452,"ekipa",3302
4453,"pam",3302
4454,"daisy",3301
4455,"szczyt",3300
4456,"cudowna",3295
4457,"grupę",3294
4458,"przyjęciu",3293
4459,"ciężarówki",3293
4460,"bije",3290
4461,"black",3288
4462,"filmów",3287
4463,"wstrzymać",3285
4464,"specjalnego",3285
4465,"zębów",3283
4466,"wyścig",3283
4467,"lubiłem",3281
4468,"sprawdźcie",3279
4469,"smak",3277
4470,"papier",3277
4471,"diabli",3276
4472,"napijesz",3275
4473,"bramę",3275
4474,"spytaj",3275
4475,"żarcie",3274
4476,"wstawać",3273
4477,"pozostanie",3273
4478,"zrobiło",3273
4479,"bazie",3272
4480,"żołnierz",3272
4481,"złamać",3271
4482,"śnieg",3269
4483,"włożyć",3269
4484,"skóra",3269
4485,"jacy",3268
4486,"wyspa",3268
4487,"pieprzonym",3266
4488,"with",3266
4489,"próbując",3265
4490,"dostępu",3265
4491,"racje",3264
4492,"nauka",3264
4493,"patrzył",3264
4494,"cm",3264
4495,"josh",3263
4496,"władze",3260
4497,"wybaczy",3259
4498,"straciłam",3258
4499,"przejąć",3256
4500,"miałbyś",3256
4501,"bogowie",3256
4502,"przybycie",3255
4503,"zgodził",3254
4504,"carol",3254
4505,"zdania",3253
4506,"zostawiaj",3251
4507,"świeże",3249
4508,"stolik",3249
4509,"kość",3249
4510,"prawnika",3247
4511,"poczekajcie",3247
4512,"wagi",3247
4513,"przyjechałeś",3246
4514,"próbować",3246
4515,"it's",3245
4516,"wieży",3245
4517,"model",3245
4518,"dupa",3243
4519,"drobne",3241
4520,"pij",3241
4521,"słuchu",3240
4522,"wygrałeś",3240
4523,"znaki",3240
4524,"poradzimy",3239
4525,"siedmiu",3236
4526,"wygląd",3236
4527,"informację",3234
4528,"domy",3233
4529,"trzymają",3232
4530,"skończone",3231
4531,"kimkolwiek",3230
4532,"zmieniać",3230
4533,"oskarżony",3229
4534,"junior",3229
4535,"gościu",3228
4536,"ściśle",3228
4537,"brachu",3226
4538,"mapę",3225
4539,"wyrwać",3224
4540,"ann",3224
4541,"zaginął",3223
4542,"oczekuje",3221
4543,"kumple",3221
4544,"transport",3220
4545,"komandorze",3220
4546,"wybiera",3217
4547,"obrzydliwe",3217
4548,"myśleli",3217
4549,"bohatera",3217
4550,"umysłu",3217
4551,"jill",3217
4552,"otwierać",3216
4553,"psów",3216
4554,"blue",3216
4555,"stań",3215
4556,"zwykła",3213
4557,"samoloty",3213
4558,"zaczynać",3213
4559,"przeraża",3212
4560,"wrócili",3212
4561,"okropny",3211
4562,"kupy",3209
4563,"spotkał",3209
4564,"odwrócić",3209
4565,"white",3208
4566,"wracajmy",3206
4567,"ślubie",3206
4568,"whoa",3206
4569,"prezenty",3205
4570,"właściciel",3204
4571,"morzu",3204
4572,"sprawdźmy",3202
4573,"małżeństwem",3202
4574,"normalny",3202
4575,"popełnił",3201
4576,"poważnego",3200
4577,"następnej",3200
4578,"księżniczka",3198
4579,"związane",3198
4580,"palant",3198
4581,"uciekła",3196
4582,"zdenerwowany",3196
4583,"pośród",3196
4584,"znajdziecie",3196
4585,"uderz",3195
4586,"marshall",3195
4587,"zbadać",3195
4588,"doktorku",3195
4589,"wyobrażasz",3194
4590,"cieszyć",3194
4591,"poczekam",3194
4592,"koncert",3192
4593,"całość",3190
4594,"rosji",3188
4595,"ceny",3188
4596,"popatrzcie",3188
4597,"większego",3187
4598,"głównej",3182
4599,"góra",3181
4600,"dziesięciu",3180
4601,"numeru",3179
4602,"postaw",3179
4603,"randy",3179
4604,"potrzebujecie",3178
4605,"wygodnie",3176
4606,"niesamowita",3176
4607,"porozmawiaj",3176
4608,"tymczasem",3175
4609,"wraith",3175
4610,"pojawia",3174
4611,"stracisz",3174
4612,"byl",3173
4613,"próbowali",3173
4614,"wzięli",3172
4615,"twe",3172
4616,"bawisz",3172
4617,"postaci",3172
4618,"połącz",3172
4619,"zrobiłbym",3169
4620,"niezwykłe",3168
4621,"ulicach",3168
4622,"brad",3168
4623,"zeznania",3167
4624,"oświadczenie",3167
4625,"przyjechała",3167
4626,"prowadzą",3165
4627,"stali",3164
4628,"odpowiedni",3164
4629,"stołu",3163
4630,"przyszły",3162
4631,"policjantem",3161
4632,"spędziłem",3161
4633,"największe",3160
4634,"martwe",3160
4635,"scully",3160
4636,"nathan",3160
4637,"świetnym",3159
4638,"przepraszamy",3158
4639,"spałem",3158
4640,"odejdę",3158
4641,"osobie",3158
4642,"powrocie",3158
4643,"tyłka",3157
4644,"występ",3156
4645,"formie",3155
4646,"strażnik",3153
4647,"namierzyć",3153
4648,"nienawidzisz",3152
4649,"przekonany",3152
4650,"wejdziesz",3151
4651,"potter",3151
4652,"obserwować",3150
4653,"zobaczyłam",3149
4654,"świetną",3149
4655,"królowej",3148
4656,"zaledwie",3147
4657,"oba",3146
4658,"doskonałe",3143
4659,"zawiera",3142
4660,"traci",3141
4661,"gada",3141
4662,"zgłosić",3140
4663,"zjemy",3140
4664,"panów",3140
4665,"zaatakował",3139
4666,"dziewczęta",3139
4667,"potwierdzić",3139
4668,"spotykamy",3138
4669,"jacyś",3138
4670,"bani",3138
4671,"aparat",3136
4672,"niesamowicie",3135
4673,"allplayer",3134
4674,"ramiona",3133
4675,"młodego",3133
4676,"powiedzą",3132
4677,"tańca",3132
4678,"przeczytaj",3132
4679,"wyzwanie",3132
4680,"skończymy",3131
4681,"jednostka",3131
4682,"grzeczny",3129
4683,"zaczęłam",3128
4684,"pijesz",3128
4685,"zabierzesz",3127
4686,"tamto",3127
4687,"sprzed",3127
4688,"kurcze",3126
4689,"wątpienia",3125
4690,"usług",3125
4691,"dusze",3123
4692,"koszulę",3123
4693,"zaufania",3123
4694,"wyjeżdżam",3122
4695,"oj",3122
4696,"prąd",3121
4697,"motelu",3121
4698,"obszar",3120
4699,"śpij",3119
4700,"tatusia",3118
4701,"sprzedaje",3118
4702,"złapał",3117
4703,"kurewsko",3117
4704,"wielkości",3116
4705,"przestrzeń",3114
4706,"mogliby",3112
4707,"grają",3112
4708,"matthew",3112
4709,"nazwę",3111
4710,"pozostało",3110
4711,"zielony",3109
4712,"czarnych",3108
4713,"cień",3107
4714,"dostaję",3106
4715,"spotyka",3106
4716,"chorobę",3106
4717,"paige",3104
4718,"kopię",3103
4719,"więźniów",3103
4720,"pogoda",3102
4721,"przewagę",3101
4722,"służbie",3099
4723,"księżyca",3098
4724,"floty",3098
4725,"silniki",3098
4726,"psie",3097
4727,"wieczora",3095
4728,"obozie",3095
4729,"próbowaliśmy",3094
4730,"potwora",3093
4731,"strzela",3093
4732,"zoo",3093
4733,"bingo",3093
4734,"se",3092
4735,"jem",3091
4736,"wzajemnie",3091
4737,"wyrzuć",3090
4738,"zimna",3089
4739,"linda",3089
4740,"wydajesz",3088
4741,"stworzenia",3085
4742,"skończona",3084
4743,"laskę",3084
4744,"przejdźmy",3083
4745,"dodać",3081
4746,"zrozumiał",3081
4747,"młodzi",3079
4748,"żołnierzem",3079
4749,"nicky",3078
4750,"brzuch",3077
4751,"radości",3076
4752,"scenie",3076
4753,"dobro",3075
4754,"ptaki",3075
4755,"dodatkowe",3074
4756,"spotkałam",3073
4757,"urocze",3071
4758,"przyniesie",3068
4759,"dostajesz",3068
4760,"zwykłym",3067
4761,"reguły",3065
4762,"czytam",3064
4763,"autobusu",3064
4764,"znajdźcie",3063
4765,"legenda",3063
4766,"buddy",3063
4767,"nauczyłeś",3062
4768,"zgodzić",3062
4769,"like",3062
4770,"spalić",3061
4771,"systemy",3061
4772,"drużynie",3061
4773,"wisi",3061
4774,"szukaj",3061
4775,"przeżyje",3061
4776,"zatrzyma",3059
4777,"metra",3057
4778,"dno",3055
4779,"dostałaś",3055
4780,"spróbuje",3053
4781,"rosjanie",3053
4782,"odbiera",3053
4783,"derek",3053
4784,"otwarcie",3052
4785,"ellie",3051
4786,"wyjątkowo",3045
4787,"lud",3045
4788,"przedstawię",3044
4789,"wypuścić",3044
4790,"dnie",3043
4791,"udawaj",3042
4792,"imieniem",3040
4793,"rozmów",3038
4794,"amerykanów",3038
4795,"chuj",3038
4796,"sądziłam",3037
4797,"tracimy",3036
4798,"pasują",3035
4799,"tracę",3035
4800,"shaw",3035
4801,"minie",3034
4802,"musiałaś",3033
4803,"litości",3033
4804,"załatwił",3033
4805,"tracisz",3030
4806,"nielegalne",3029
4807,"prv",3028
4808,"walizkę",3027
4809,"kurczę",3027
4810,"południowej",3027
4811,"twierdzą",3026
4812,"pilota",3026
4813,"dorwać",3021
4814,"sztukę",3021
4815,"niedorzeczne",3019
4816,"zrozumiałam",3017
4817,"stark",3016
4818,"należą",3015
4819,"odwrót",3014
4820,"poszukiwania",3012
4821,"sok",3012
4822,"nerwy",3011
4823,"martwego",3011
4824,"geniuszem",3010
4825,"leżeć",3009
4826,"spadam",3009
4827,"źli",3009
4828,"hasło",3009
4829,"przyjaźń",3008
4830,"europie",3008
4831,"dziadka",3008
4832,"nauczysz",3008
4833,"elliot",3007
4834,"dotrze",3006
4835,"zależało",3006
4836,"największą",3005
4837,"cholerna",3005
4838,"myślimy",3005
4839,"wycieczkę",3005
4840,"dziewczynkę",3005
4841,"dzisiejszy",3004
4842,"Lincoln",3004
4843,"racji",3002
4844,"Diego",3002
4845,"Lewis",3002
4846,"piję",3001
4847,"policjantów",3000
4848,"zabrała",2999
4849,"interesach",2999
4850,"śmieszny",2998
4851,"napewno",2998
4852,"szczury",2998
4853,"radzisz",2998
4854,"prawdziwej",2996
4855,"magazyn",2996
4856,"bla",2996
4857,"światu",2995
4858,"dadzą",2995
4859,"poczułem",2994
4860,"taaa",2993
4861,"hill",2992
4862,"przyjadę",2992
4863,"kuli",2991
4864,"papierosy",2991
4865,"tacie",2990
4866,"otwarty",2989
4867,"sprawi",2989
4868,"martwych",2989
4869,"dziwna",2988
4870,"this",2988
4871,"lubił",2985
4872,"szczęśliwego",2985
4873,"ulubione",2985
4874,"zostaję",2985
4875,"zaczęły",2984
4876,"urodzin",2984
4877,"piper",2984
4878,"ostrzegam",2983
4879,"potężny",2983
4880,"zabójcą",2982
4881,"września",2982
4882,"krótkie",2982
4883,"wybuchnie",2981
4884,"niezłą",2981
4885,"policjanta",2981
4886,"żywcem",2978
4887,"bylo",2977
4888,"kasa",2976
4889,"trafi",2975
4890,"radzi",2973
4891,"zakończenie",2973
4892,"pogodzić",2973
4893,"twierdzisz",2972
4894,"spotkajmy",2971
4895,"kumplem",2971
4896,"najgorszy",2968
4897,"maskę",2967
4898,"uroczy",2966
4899,"zrozumie",2965
4900,"wydał",2965
4901,"czarnym",2965
4902,"garść",2961
4903,"ustach",2961
4904,"jeździ",2960
4905,"dowodu",2959
4906,"zgodę",2959
4907,"zmieniłem",2957
4908,"odległość",2956
4909,"właściwe",2955
4910,"karę",2954
4911,"udziału",2954
4912,"pamiętacie",2954
4913,"ocean",2953
4914,"enterprise",2953
4915,"holly",2953
4916,"poszłam",2950
4917,"prosta",2949
4918,"tyiko",2949
4919,"pomyślę",2948
4920,"wszelki",2948
4921,"zmieniłeś",2948
4922,"przejdziemy",2947
4923,"ratunku",2947
4924,"zrobicie",2947
4925,"pasy",2946
4926,"noszę",2946
4927,"większa",2946
4928,"zakochany",2945
4929,"parkingu",2944
4930,"zeby",2944
4931,"cios",2943
4932,"Scotty",2942
4933,"chodzą",2942
4934,"trening",2940
4935,"nowo",2939
4936,"państwu",2938
4937,"Ripley",2938
4938,"radość",2937
4939,"poznałeś",2936
4940,"wejścia",2936
4941,"umieścić",2934
4942,"chodził",2934
4943,"niebezpieczna",2933
4944,"królestwo",2933
4945,"sposobu",2933
4946,"Ricky",2933
4947,"wywiadu",2933
4948,"pragniesz",2932
4949,"idziecie",2932
4950,"wydarzy",2930
4951,"dym",2930
4952,"idealna",2930
4953,"złapią",2929
4954,"dzwonisz",2929
4955,"obiecał",2928
4956,"samotnie",2928
4957,"tatuaż",2927
4958,"przyniósł",2926
4959,"pecha",2925
4960,"guzik",2924
4961,"grałem",2924
4962,"sprzeciw",2923
4963,"programie",2922
4964,"żołnierzu",2922
4965,"dbam",2921
4966,"wróciłam",2921
4967,"krzesło",2921
4968,"lenny",2921
4969,"klatce",2920
4970,"tożsamość",2920
4971,"niebieskie",2919
4972,"procesu",2919
4973,"bzdur",2918
4974,"świadek",2917
4975,"organizacji",2917
4976,"nogach",2917
4977,"dzisiejszego",2916
4978,"częściej",2915
4979,"białych",2915
4980,"zajął",2915
4981,"pewnych",2915
4982,"przeciwnie",2914
4983,"davida",2914
4984,"głośniej",2914
4985,"wzywa",2914
4986,"wyobrażam",2914
4987,"lepszą",2913
4988,"czarnego",2913
4989,"waż",2913
4990,"banda",2912
4991,"zostawisz",2911
4992,"nisko",2911
4993,"chleb",2910
4994,"wyjaśnia",2909
4995,"ooh",2909
4996,"dzielić",2908
4997,"dotrzemy",2907
4998,"diabeł",2904
4999,"ćwiczenia",2904
5000,"użył",2903